no,category_kdc,category_yes24,keywords_yes24
5600108,미술의 지도법 연구법 및 교육 교육자료,null,null
5600109,어원 어의,null,null
5600110,null,null,null
5600111,주제별 서지 및 목록,null,null
5600112,전집 총서,null,null
5600113,콜롬비아,null,null
5600114,작문,null,null
5600115,언어사 및 언어정책 언어행정,null,null
5600116,관혼상제,null,null
5600117,금융,null,null
5600118,콜롬비아,null,null
5600119,null,null,null
5600120,사회복지,null,null
5600121,사회복지,null,null
5600122,콜롬비아,null,null
5600123,사회 조직 및 제도,null,null
5600124,null,null,null
5600125,여성문제,null,null
5600128,시,null,null
5600129,시,null,null
5600132,전집 총서,null,null
5600144,만화 삽화,null,null
5600145,사회 조직 및 제도,null,null
5600147,인디아와 남부아시아,null,null
5600152,디자인,null,null
5600153,디자인,null,null
5600156,소설,null,null
5600157,시,null,null
5600224,특수교육,null,null
5600225,사회 조직 및 제도,null,null
5600226,시,null,null
5600227,금융,null,null
5600228,미술의 지도법 연구법 및 교육 교육자료,null,null
5600230,학교 및 대학 도서관,null,null
5600231,학교 및 대학 도서관,null,null
5600232,null,null,null
5600233,사회단체,null,null
5600234,유럽,null,null
5600235,유럽,null,null
5600236,사회복지,null,null
5600237,사회복지,null,null
5600238,사회복지,null,null
5600239,nan,null,null
5600240,사회 조직 및 제도,null,null
5600248,신문 저널리즘,null,null
5600249,신문 저널리즘,null,null
5600250,경제학,null,null
5600251,콜롬비아,null,null
5600252,null,null,null
5600256,금융,null,null
5600257,null,null,null
5600258,기타 유기화학공업,null,null
5600259,전집 총서,null,null
5600285,교육 정책 및 행정,null,null
5600286,인식론,null,null
5600288,사회학 사회문제,null,null
5600289,사회학 사회문제,null,null
5600290,서남아시아 제국 철학 사상,null,null
5600295,기록관리학[1],null,null
5600296,nan,null,null
5600297,프로그래밍 프로그램 데이터,null,null
5600298,프로그래밍 프로그램 데이터,null,null
5600299,프로그래밍 프로그램 데이터,null,null
5600304,음운 음성 문자,null,null
5600305,음운 음성 문자,null,null
5600306,음운 음성 문자,null,null
5600307,교육 정책 및 행정,null,null
5600308,소설,null,null
5600309,시,null,null
5600321,기타 제법,null,null
5600322,nan,null,null
5600323,사회학 사회문제,null,null
5600324,nan,null,null
5600325,인도-유럽계문학,null,null
5600327,인도-유럽어족,null,null
5600328,경제학,null,null
5600329,nan,null,null
5600330,종교사,null,null
5600331,종교,null,null
5600332,개인의 일반전집,null,null
5600333,기타 다른 기원의 종교,null,null
5600334,기타 다른 기원의 종교,null,null
5600335,개인의 일반전집,null,null
5600336,중앙아메리카(중미제국),null,null
5600337,미국(미합중국),null,null
5600338,회화 도화 디자인,null,null
5600339,디자인,null,null
5600340,아시아,null,null
5600341,사회학 사회문제,null,null
5600342,교파,null,null
5600343,연속간행물,null,null
5600344,군특수기술근무,null,null
5600345,콜롬비아,null,null
5600346,nan,null,null
5600347,디자인,null,null
5600348,일본 철학 사상,null,null
5600349,전집 총서,null,null
5600350,사회 조직 및 제도,null,null
5600351,사회 조직 및 제도,null,null
5600352,연체동물 의연체동무,null,null
5600353,연체동물 의연체동무,null,null
5600354,nan,null,null
5600356,시베리아,null,null
5600357,헌법,null,null
5600358,연체동물 의연체동무,null,null
5600359,창시자(교주) 및 제자,null,null
5600360,교파,null,null
5600361,헌법,null,null
5600362,학교 행정 및 경영 보건 및 교육 지도,null,null
5600363,유럽,null,null
5600364,디자인,null,null
5600366,강연집 수필집 연설문집,null,null
5600367,교육학,null,null
5600368,자기,null,null
5600369,중국 철학 사상,null,null
5600370,기타 제법,null,null
5600371,디자인,null,null
5600372,프로그래밍 프로그램 데이터,null,null
5600373,nan,null,null
5600374,한자서체,null,null
5600375,시,null,null
5600376,시,null,null
5600377,nan,null,null
5600378,시,null,null
5600379,사원론,null,null
5600380,nan,null,null
5600381,군사 시설 및 장비,null,null
5600382,한자서법,null,null
5600383,한자서법,null,null
5600384,nan,null,null
5600385,한자서체,null,null
5600386,nan,null,null
5600387,nan,null,null
5600388,nan,null,null
5600389,nan,null,null
5600390,시,null,null
5600391,시,null,null
5600392,nan,null,null
5600393,시,null,null
5600394,한자서체,null,null
5600395,의학,null,null
5600396,프로그래밍 프로그램 데이터,null,null
5600397,프로그래밍 프로그램 데이터,null,null
5600398,nan,null,null
5600399,논증 설득,null,null
5600400,nan,null,null
5600401,디자인,null,null
5600402,서남아시아 제국 철학 사상,null,null
5600403,음운 음성 문자,null,null
5600404,수필,null,null
5600405,nan,null,null
5600406,사전 사전[2],null,null
5600407,경제학,null,null
5600409,사회과학,null,null
5600410,사회과학,null,null
5600411,사회과학,null,null
5600412,사회과학,null,null
5600413,사회과학,null,null
5600414,사회과학,null,null
5600415,신문 저널리즘,null,null
5600416,학교 행정 및 경영 보건 및 교육 지도,null,null
5600418,nan,null,null
5600419,평생교육,null,null
5600420,세탁 염색 및 관련공업,null,null
5600421,산수,null,null
5600422,귀납법,null,null
5600424,베네수엘라와 기아나 지역,null,null
5600426,희곡,null,null
5600427,시,null,null
5600428,시,null,null
5600429,소설,null,null
5600430,교육학,null,null
5600431,회화 도화 디자인,null,null
5600432,디자인,null,null
5600434,사회과학,null,null
5600435,인도-유럽어족,null,null
5600436,사회학 사회문제,null,null
5600437,산수,null,null
5600439,경제학,null,null
5600440,시,null,null
5600441,사회학 사회문제,null,null
5600442,사회학,null,null
5600443,기업경제,null,null
5600444,사전 사전[2],null,null
5600445,지식 및 학문 일반,null,null
5600446,학교 행정 및 경영 보건 및 교육 지도,null,null
5600447,학교 행정 및 경영 보건 및 교육 지도,null,null
5600448,학교 행정 및 경영 보건 및 교육 지도,null,null
5600449,기타 제법,null,null
5600450,음운 음성 문자,null,null
5600451,낙관 수결(서명),null,null
5600452,공간,null,null
5600453,사회과학,null,null
5600454,방법론,null,null
5600455,생활문제,null,null
5600456,북아메리카,null,null
5600457,헌법,null,null
5600458,디자인,null,null
5600459,연속간행물,null,null
5600460,이탈리아어,null,null
5600461,독본 해석 회화,null,null
5600464,학회 단체 협회 기관 회의,null,null
5600465,2인 이상의 일반전집 총서,null,null
5600466,헌법,null,null
5600475,서남아시아 제국 철학 사상,null,null
5600476,서남아시아 제국 철학 사상,null,null
5600477,일본 철학 사상,null,null
5600478,nan,null,null
5600479,논증 설득,null,null
5600491,학교 행정 및 경영 보건 및 교육 지도,null,null
5600492,학교 행정 및 경영 보건 및 교육 지도,null,null
5600493,학회 단체 협회 기관 회의,null,null
5600494,만화 삽화,null,null
5600495,null,null,null
5600496,null,null,null
5600497,null,null,null
5600498,nan,null,null
5600499,사회복지,null,null
5600500,문방구,null,null
5600501,회화 도화 디자인,null,null
5600502,사회 조직 및 제도,null,null
5600503,독본 해석 회화,null,null
5600504,문방구,null,null
5600507,nan,null,null
5600508,기독교신학 교의학(조직신학),null,null
5600509,화학공학,null,null
5600510,nan,null,null
5600511,라디오극(방송극) 및 음성(소리)매체 예술,null,null
5600512,라디오극(방송극) 및 음성(소리)매체 예술,null,null
5600514,nan,null,null
5600515,라디오극(방송극) 및 음성(소리)매체 예술,null,null
5600516,라디오극(방송극) 및 음성(소리)매체 예술,null,null
5600517,라디오극(방송극) 및 음성(소리)매체 예술,null,null
5600518,라디오극(방송극) 및 음성(소리)매체 예술,null,null
5600519,nan,null,null
5600520,수리공학,null,null
5600521,nan,null,null
5600522,nan,null,null
5600523,중국어,null,null
5600524,디자인,null,null
5600525,소설,null,null
5600526,학회 단체 협회 기관 회의,null,null
5600527,컴퓨터과학,null,null
5600528,회화 도화 디자인,null,null
5600529,전집 총서,null,null
5600530,시,null,null
5600531,중국 철학 사상,null,null
5600532,소설,null,null
5600533,소설,null,null
5600534,시,null,null
5600535,소설,null,null
5600536,희곡,null,null
5600537,학교 및 대학 도서관,null,null
5600538,학교 및 대학 도서관,null,null
5600539,학교 및 대학 도서관,null,null
5600540,개인의 일반전집,null,null
5600541,개인의 일반전집,null,null
5600542,개인의 일반전집,null,null
5600543,학교 및 대학 도서관,null,null
5600544,도서관 건축 및 설비,null,null
5600545,인도 철학 사상,null,null
5600546,아시아,null,null
5600547,희곡,null,null
5600550,철학 및 이론,null,null
5600551,광학,null,null
5600552,일반 동물학,null,null
5600553,nan,null,null
5600554,nan,null,null
5600555,어원 어의,null,null
5600556,작문,null,null
5600557,교리,null,null
5600558,nan,null,null
5600559,북아메리카,null,null
5600560,시,null,null
5600561,사회학 사회문제,null,null
5600562,사회학 사회문제,null,null
5600563,볼리비아,null,null
5600569,아시아,null,null
5600570,한의학,null,null
5600571,사전 사전[2],null,null
5600572,한자서체,null,null
5600573,한자서체,null,null
5600574,전집 총서,null,null
5600575,nan,null,null
5600576,자기,null,null
5600577,공학 공업일반 토목공학 환경공학,null,null
5600578,건축 환경 설비 배관 및 파이프 부설,null,null
5600579,소설,null,null
5600580,nan,null,null
5600581,중국 철학 사상,null,null
5600582,철학,null,null
5600583,사회윤리,null,null
5600586,사회사상,null,null
5600587,사회 조직 및 제도,null,null
5600588,만화 삽화,null,null
5600589,기록관리학[1],null,null
5600591,사회복지,null,null
5600592,경제학,null,null
5600593,nan,null,null
5600594,nan,null,null
5600595,nan,null,null
5600596,한자서체,null,null
5600597,아시아,null,null
5600598,동남아시아,null,null
5600599,헌법,null,null
5600600,기독교,null,null
5600601,사회 조직 및 제도,null,null
5600602,디자인,null,null
5600603,기타 제법,null,null
5600604,중국어,null,null
5600605,사회과학,null,null
5600607,nan,null,null
5600608,디자인,null,null
5600609,회화 도화 디자인,null,null
5600610,지식 및 학문 일반,null,null
5600611,음운 음성 문자,null,null
5600612,음운 음성 문자,null,null
5600613,음운 음성 문자,null,null
5600614,음운 음성 문자,null,null
5600615,음운 음성 문자,null,null
5600616,음운 음성 문자,null,null
5600617,만화 삽화,null,null
5600618,디자인,null,null
5600619,베네수엘라와 기아나 지역,null,null
5600620,nan,null,null
5600621,nan,null,null
5600622,nan,null,null
5600623,nan,null,null
5600624,한의학,null,null
5600625,nan,null,null
5600626,nan,null,null
5600627,nan,null,null
5600632,소설,null,null
5600633,기록관리학[1],null,null
5600635,사전 사전[2] 용어사전,null,null
5600636,춘추류,null,null
5600637,사회학 사회문제,null,null
5600638,사회복지,null,null
5600639,만화 삽화,null,null
5600640,금융,null,null
5600641,사회단체,null,null
5600642,사회단체,null,null
5600643,동남아시아,null,null
5600644,nan,null,null
5600645,사회학 사회문제,null,null
5600646,소설,null,null
5600647,북아메리카,null,null
5600648,동양철학 동양사상,null,null
5600650,디자인,null,null
5600651,디자인,null,null
5600653,디자인,null,null
5600654,디자인,null,null
5600655,디자인,null,null
5600656,디자인,null,null
5600657,아시아,null,null
5600658,nan,null,null
5600743,시,null,null
5600744,null,null,null
5600746,산업경제 일반,null,null
5600747,콜롬비아,null,null
5600748,남아메리카,null,null
5600756,철학 및 이론,null,null
5600772,희곡,null,null
5600773,null,null,null
5600777,시,null,null
5600778,교육학,null,null
5600780,언어,null,null
5600781,사회학,null,null
5600782,사회복지,null,null
5600783,국제법,null,null
5600789,소설,null,null
5600790,사회학 사회문제,null,null
5600796,사회학,null,null
5600797,철학적 인간학,null,null
5600803,이탈리아어,null,null
5600804,이탈리아어,null,null
5600809,소설,null,null
5600811,소설,null,null
5600812,소설,null,null
5600813,소설,null,null
5600818,시,null,null
5600821,null,null,null
5600822,null,null,null
5600823,nan,null,null
5600824,논증 설득,null,null
5600825,null,null,null
5600826,null,null,null
5600827,null,null,null
5600828,디자인,null,null
5600829,null,null,null
5600830,기호 수리 논리학,null,null
5600831,null,null,null
5637442,디자인,null,null
